locus	length bp	direction	start	stop	NCBI Name	NCBI Locus	NCBI Annotation
CLJU_c02940	897	=>	298464	299360	-	CLJU_RS01440	MULTISPECIES: YegS/Rv2252/BmrU family lipid kinase
CLJU_c02950	702	=>	299439	300140	-	CLJU_RS01445	hypothetical protein
CLJU_c02960	1845	<=	300525	302369	-	CLJU_RS01450	YgiQ family radical SAM protein
CLJU_c02970	1263	=>	303063	304325	-	CLJU_RS01455	MULTISPECIES: magnesium transporter
CLJU_c02980	690	=>	304444	305133	sleB	CLJU_RS01460	MULTISPECIES: spore cortex-lytic enzyme
CLJU_c02990	351	=>	305369	305719	-	CLJU_RS01465	MULTISPECIES: hypothetical protein
acpS	405	=>	305846	306250	-	CLJU_RS01470	MULTISPECIES: holo-ACP synthase
CLJU_c03010	1419	=>	306303	307721	-	CLJU_RS01475	MULTISPECIES: bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase
CLJU_c03020	609	=>	307817	308425	-	CLJU_RS01480	MULTISPECIES: hypothetical protein
CLJU_c03030	327	=>	309428	309754	-	CLJU_RS01485	MULTISPECIES: hypothetical protein
CLJU_c03040	351	=>	309714	310064	-	CLJU_RS01490	MULTISPECIES: type II toxin-antitoxin system PemK/MazF family toxin
tktA1	825	=>	310240	311064	-	CLJU_RS01495	MULTISPECIES: transketolase
tktB1	942	=>	311064	312005	-	CLJU_RS01500	MULTISPECIES: transketolase family protein
ftsE	687	=>	312192	312878	ftsE	CLJU_RS01505	MULTISPECIES: cell division ATP-binding protein FtsE
CLJU_c03080	891	=>	312868	313758	-	CLJU_RS01510	MULTISPECIES: ABC transporter permease
CLJU_c03090	1176	=>	313932	315107	-	CLJU_RS01515	MULTISPECIES: S41 family peptidase
CLJU_c03100	1302	=>	315211	316512	-	CLJU_RS01520	MULTISPECIES: PDZ domain-containing protein
uvrB	1983	=>	316516	318498	uvrB	CLJU_RS01525	MULTISPECIES: excinuclease ABC subunit UvrB
uvrA1	2823	=>	318536	321358	uvrA	CLJU_RS01530	MULTISPECIES: excinuclease ABC subunit UvrA
CLJU_c03130	441	=>	321428	321868	-	CLJU_RS01535	MULTISPECIES: FHA domain-containing protein
CLJU_c03140	1203	=>	321921	323123	-	CLJU_RS01540	MULTISPECIES: FtsW/RodA/SpoVE family cell cycle protein
CLJU_c03150	1428	=>	323128	324555	-	CLJU_RS01545	MULTISPECIES: penicillin-binding protein
CLJU_c03160	609	=>	324698	325306	-	CLJU_RS01550	MULTISPECIES: metal-dependent hydrolase
uvrC	1869	=>	325324	327192	uvrC	CLJU_RS01555	MULTISPECIES: excinuclease ABC subunit UvrC
murB	915	=>	327397	328311	murB	CLJU_RS01560	MULTISPECIES: UDP-N-acetylmuramate dehydrogenase
CLJU_c03190	885	=>	328433	329317	rapZ	CLJU_RS01565	MULTISPECIES: RNase adapter RapZ
CLJU_c03200	1329	=>	329314	330642	-	CLJU_RS01570	MULTISPECIES: YvcK family protein
CLJU_c03210	951	=>	330656	331606	whiA	CLJU_RS01575	MULTISPECIES: DNA-binding protein WhiA
dnaE	3477	=>	332928	336404	-	CLJU_RS01585	MULTISPECIES: DNA polymerase III subunit alpha
pfk	957	=>	336620	337576	pfkA	CLJU_RS01590	MULTISPECIES: 6-phosphofructokinase
pyk	1758	=>	337607	339364	pyk	CLJU_RS01595	MULTISPECIES: pyruvate kinase
CLJU_c03270	1431	=>	339636	341066	rlmD	CLJU_RS01600	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
CLJU_c03280	261	=>	341366	341626	-	CLJU_RS01605	hypothetical protein
CLJU_c03290	105	=>	341601	341705			
CLJU_c03300	225	=>	341961	342185	-	CLJU_RS01610	helix-turn-helix transcriptional regulator
CLJU_c03310	2706	=>	342226	344931	-	CLJU_RS01615	type I restriction-modification system subunit M
CLJU_c03320	1254	=>	344934	346187	-	CLJU_RS01620	restriction endonuclease subunit S
CLJU_c03330	3957	=>	346199	350155	-	CLJU_RS01625	HsdR family type I site-specific deoxyribonuclease
CLJU_c03340	489	=>	350565	351053	-	CLJU_RS01630	sigma-70 family RNA polymerase sigma factor
CLJU_c03350	207	=>	351169	351375	-	CLJU_RS01635	hypothetical protein
CLJU_c03360	303	=>	351407	351709	-	CLJU_RS01640	hypothetical protein
CLJU_c03370	1164	=>	351702	352865	-	CLJU_RS01645	DUF2800 domain-containing protein
CLJU_c03380	549	=>	352843	353391	-	CLJU_RS01650	DUF2815 family protein
CLJU_c03390	1950	=>	353469	355418	-	CLJU_RS01655	hypothetical protein
CLJU_c03400	774	=>	355534	356307	-	CLJU_RS01660	phage repressor protein/antirepressor Ant
CLJU_c03410	435	=>	356309	356743	-	CLJU_RS01665	hypothetical protein
CLJU_c03420	2364	=>	356740	359103	-	CLJU_RS01670	phage-like protein
CLJU_c03430	282	=>	359324	359605	-	CLJU_RS01675	VRR-NUC domain-containing protein
CLJU_c03440	1362	=>	359586	360947	-	CLJU_RS01680	DEAD/DEAH box helicase
CLJU_c03450	222	=>	360940	361161	-	CLJU_RS01685	hypothetical protein
CLJU_c03460	429	=>	361163	361591	-	CLJU_RS01690	hypothetical protein
CLJU_c03470	378	=>	361706	362083	-	CLJU_RS01695	HNH endonuclease
CLJU_c03480	1245	=>	362360	363604	-	CLJU_RS01700	DNA modification methylase
CLJU_c03490	312	=>	363673	363984	-	CLJU_RS01705	hypothetical protein
CLJU_c03500	717	=>	364224	364940	-	CLJU_RS01710	hypothetical protein
CLJU_c03510	267	=>	365099	365365	-	CLJU_RS01715	hypothetical protein
CLJU_c03520	471	=>	365413	365883	-	CLJU_RS01720	phage terminase small subunit P27 family
CLJU_c03530	1551	=>	365886	367436	-	CLJU_RS01725	terminase large subunit
CLJU_c03540	1281	=>	367448	368728	-	CLJU_RS01730	phage portal protein
CLJU_c03550	840	=>	368721	369560	-	CLJU_RS01735	Clp protease ClpP
CLJU_c03560	1284	=>	369557	370840	-	CLJU_RS01740	phage major capsid protein
CLJU_c03570	483	=>	371006	371488	-	CLJU_RS01745	hypothetical protein
CLJU_c03580	150	=>	371472	371621			
CLJU_c03590	453	=>	371608	372060	-	CLJU_RS01750	hypothetical protein
CLJU_c03600	573	=>	372128	372700	-	CLJU_RS01755	hypothetical protein
CLJU_c03610	327	=>	372697	373023	-	CLJU_RS01760	phage head closure protein
CLJU_c03620	381	=>	373016	373396	-	CLJU_RS01765	HK97 gp10 family phage protein
CLJU_c03630	324	=>	373393	373716	-	CLJU_RS01770	hypothetical protein
CLJU_c03640	831	=>	373734	374564	-	CLJU_RS01775	phage protein
CLJU_c03650	285	=>	374611	374895	-	CLJU_RS01780	hypothetical protein
CLJU_c03660	2766	=>	375097	377862	-	CLJU_RS01785	phage tail tape measure protein
CLJU_c03670	708	=>	377864	378571	-	CLJU_RS01790	tail protein
CLJU_c03680	828	=>	378650	379477	-	CLJU_RS01795	hypothetical protein
CLJU_c03690	1854	=>	379586	381439	-	CLJU_RS01800	hypothetical protein
CLJU_c03700	1128	=>	381441	382568	-	CLJU_RS01805	hypothetical protein
CLJU_c03710	927	=>	382751	383677	-	CLJU_RS01810	DUF475 domain-containing protein
CLJU_c03720	1353	=>	383803	385155	-	CLJU_RS01815	hypothetical protein
CLJU_c03730	429	=>	385220	385648	-	CLJU_RS01820	hypothetical protein
CLJU_c03740	690	=>	385663	386352	-	CLJU_RS01825	amidase
CLJU_c03750	261	=>	386368	386628	-	CLJU_RS21530	hypothetical protein
CLJU_c03760	1650	=>	386894	388543	-	CLJU_RS01835	recombinase family protein
CLJU_c03770	1602	=>	388559	390160	-	CLJU_RS01840	recombinase family protein
CLJU_c03780	954	=>	390386	391339	-	CLJU_RS01845	patatin-like phospholipase family protein
CLJU_c03790	1998	=>	391351	393348	-	CLJU_RS01850	hypothetical protein
CLJU_c03800	1326	=>	393634	394959	-	CLJU_RS01855	hypothetical protein
CLJU_c03810	1788	<=	395191	396978	-	CLJU_RS01860	MULTISPECIES: sigma-54-dependent transcriptional regulator
CLJU_c03820	1272	=>	397240	398511	-	CLJU_RS01865	four-carbon acid sugar kinase family protein
CLJU_c03830	1161	=>	398513	399673	-	CLJU_RS01870	MULTISPECIES: iron-containing alcohol dehydrogenase
CLJU_c03840	900	=>	399723	400622	dapA	CLJU_RS01875	MULTISPECIES: 4-hydroxy-tetrahydrodipicolinate synthase
pdxA	1002	=>	400646	401647	pdxA	CLJU_RS01880	MULTISPECIES: 4-hydroxythreonine-4-phosphate dehydrogenase PdxA
CLJU_c03860	951	=>	401745	402695	-	CLJU_RS01885	MULTISPECIES: phosphoglycerate dehydrogenase
CLJU_c03870	1314	=>	402731	404044	-	CLJU_RS01890	MFS transporter
CLJU_c03880	366	=>	404518	404883			
CLJU_c03890	261	=>	405019	405279	-	CLJU_RS01900	MULTISPECIES: YkuS family protein
CLJU_c03900	204	=>	405545	405748	-	CLJU_RS01905	MULTISPECIES: hypothetical protein
CLJU_c03910	399	=>	405925	406323	-	CLJU_RS01910	M20/M25/M40 family metallo-hydrolase
CLJU_c03920	1713	=>	406525	408237	-	CLJU_RS01915	MULTISPECIES: methyl-accepting chemotaxis protein
CLJU_c03930	330	=>	408344	408673	-	CLJU_RS01920	MULTISPECIES: DUF3870 domain-containing protein
CLJU_c03940	939	=>	408900	409838	-	CLJU_RS01925	MULTISPECIES: EamA family transporter
CLJU_c03950	1713	=>	410170	411882	-	CLJU_RS01930	MULTISPECIES: methyl-accepting chemotaxis protein
CLJU_c03960	939	=>	411970	412908	-	CLJU_RS01935	MULTISPECIES: glycosyltransferase family 2 protein
CLJU_c03970	3057	=>	412932	415988	-	CLJU_RS01940	6-pyruvoyl tetrahydrobiopterin synthase
CLJU_c03980	624	=>	415990	416613	-	CLJU_RS01945	MULTISPECIES: Firmicu-CTERM sorting domain-containing protein
CLJU_c03990	597	=>	416610	417206	xrtG	CLJU_RS01950	MULTISPECIES: exosortase family protein XrtG
CLJU_c04000	1371	=>	417187	418557	-	CLJU_RS01955	"putative glycosyltransferase, exosortase G system-associated"
CLJU_c04010	1224	=>	418614	419837	-	CLJU_RS01960	MULTISPECIES: GGDEF domain-containing protein
CLJU_c04020	492	=>	419879	420370	-	CLJU_RS01965	MULTISPECIES: 6-pyruvoyl tetrahydrobiopterin synthase
CLJU_c04030	321	<=	420413	420733			
CLJU_c04040	1230	=>	421064	422293	-	CLJU_RS01975	MULTISPECIES: ammonium transporter
CLJU_c04050	375	=>	422422	422796	-	CLJU_RS01980	MULTISPECIES: P-II family nitrogen regulator
CLJU_c04060	1131	=>	422985	424115	-	CLJU_RS01985	MULTISPECIES: class I SAM-dependent RNA methyltransferase
CLJU_c04070	639	<=	424154	424792	-	CLJU_RS01990	MULTISPECIES: TetR/AcrR family transcriptional regulator
CLJU_c04080	1275	=>	424982	426256	-	CLJU_RS01995	MULTISPECIES: efflux RND transporter periplasmic adaptor subunit
CLJU_c04090	3057	=>	426271	429327	-	CLJU_RS02000	MULTISPECIES: efflux RND transporter permease subunit
CLJU_c04100	495	=>	429730	430224	-	CLJU_RS02005	MULTISPECIES: hypothetical protein
CLJU_c04110	1491	<=	430497	431987	-	CLJU_RS02010	DEAD/DEAH box helicase
CLJU_c04120	1218	=>	432073	433290	-	CLJU_RS02015	MULTISPECIES: HD domain-containing protein
CLJU_c04130	1002	=>	433492	434493	-	CLJU_RS02020	MULTISPECIES: sodium:calcium antiporter
CLJU_c04140	135	=>	434484	434618			
CLJU_c04150	429	=>	434766	435194	-	CLJU_RS02025	MULTISPECIES: Lrp/AsnC family transcriptional regulator
maeB	1230	<=	435246	436475	-	CLJU_RS02030	MULTISPECIES: NAD-dependent malic enzyme 4
aspA1	1410	<=	436581	437990	-	CLJU_RS02035	aspartate ammonia-lyase
CLJU_c04180	1428	=>	438250	439677	-	CLJU_RS02040	amino acid permease
CLJU_c04190	1149	=>	440048	441196	-	CLJU_RS02045	MULTISPECIES: chemotaxis protein
CLJU_c04200	510	=>	441606	442115	-	CLJU_RS02050	sigma-70 family RNA polymerase sigma factor
CLJU_c04210	450	=>	442112	442561	-	CLJU_RS02055	hypothetical protein
CLJU_c04220	525	=>	442542	443066	-	CLJU_RS02060	MULTISPECIES: hypothetical protein
CLJU_c04230	312	=>	443053	443364	-	CLJU_RS02065	MULTISPECIES: hypothetical protein
CLJU_c04240	1272	=>	443474	444745	-	CLJU_RS02070	DUF1298 domain-containing protein
CLJU_c04250	651	=>	444778	445428	-	CLJU_RS02075	HAD-IA family hydrolase
CLJU_c04260	708	<=	445578	446285	-	CLJU_RS21195	collagen-like protein
CLJU_c04270	1380	<=	446509	447888	-	CLJU_RS02085	MULTISPECIES: hypothetical protein
CLJU_c04280	1374	<=	447985	449358	-	CLJU_RS02090	MULTISPECIES: hypothetical protein
CLJU_c04290	852	<=	449720	450571	-	CLJU_RS02095	AraC family transcriptional regulator
dapA1	882	=>	450708	451589	-	CLJU_RS02100	MULTISPECIES: 4-hydroxy-tetrahydrodipicolinate synthase
CLJU_c04310	1269	=>	451623	452891	-	CLJU_RS02105	dicarboxylate/amino acid:cation symporter
CLJU_c04320	246	=>	453160	453405	-	CLJU_RS02110	MULTISPECIES: hypothetical protein
CLJU_c04330	1281	<=	454071	455351	-	CLJU_RS02115	MULTISPECIES: SpoVR family protein
CLJU_c04340	1197	<=	455348	456544	yhbH	CLJU_RS02120	sporulation protein YhbH
prkA	1923	<=	456549	458471	-	CLJU_RS02125	MULTISPECIES: PrkA family serine protein kinase
CLJU_c04360	492	<=	458689	459180	-	CLJU_RS02130	MULTISPECIES: MarR family transcriptional regulator
CLJU_c04370	1578	<=	459137	460714	-	CLJU_RS02135	MULTISPECIES: DHA2 family efflux MFS transporter permease subunit
CLJU_c04380	654	<=	460727	461380	-	CLJU_RS02140	MULTISPECIES: HlyD family secretion protein
CLJU_c04390	969	<=	461401	462369	-	CLJU_RS02145	MULTISPECIES: efflux RND transporter periplasmic adaptor subunit
carA1	1050	=>	462827	463876	carA	CLJU_RS02150	glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit
carB1	3207	=>	463921	467127	carB	CLJU_RS02155	carbamoyl-phosphate synthase large subunit
amaA	1173	=>	467260	468432	-	CLJU_RS02160	MULTISPECIES: amidohydrolase
CLJU_c04430	1215	<=	469076	470290	-	CLJU_RS02165	MULTISPECIES: two-component sensor histidine kinase
CLJU_c04440	678	<=	470294	470971	-	CLJU_RS02170	MULTISPECIES: response regulator transcription factor
CLJU_c04450	951	=>	471240	472190	-	CLJU_RS02175	MULTISPECIES: glycosyltransferase family 2 protein
CLJU_c04460	420	=>	472353	472772	-	CLJU_RS02180	MULTISPECIES: GtrA family protein
CLJU_c04470	2208	=>	472785	474992	-	CLJU_RS02185	MULTISPECIES: glycosyltransferase family 39 protein
hemA	1197	=>	475913	477109	-	CLJU_RS02190	glutamyl-tRNA reductase
hemL	1275	=>	477138	478412	hemL	CLJU_RS02195	"MULTISPECIES: glutamate-1-semialdehyde 2,1-aminomutase"
CLJU_c04500	804	<=	478705	479508	-	CLJU_RS02200	DUF2837 family protein
galU1	870	<=	479853	480722	galU	CLJU_RS02205	UTP--glucose-1-phosphate uridylyltransferase GalU
CLJU_c04520	1650	<=	480712	482361	-	CLJU_RS02210	MULTISPECIES: DUF2029 domain-containing protein
CLJU_c04530	840	=>	482491	483330	-	CLJU_RS02215	DNRLRE domain-containing protein
CLJU_c04540	897	=>	483482	484378	-	CLJU_RS02220	MULTISPECIES: hypothetical protein
CLJU_c04550	1803	=>	484506	486308	-	CLJU_RS02225	glycosyltransferase
CLJU_c04560	903	<=	486339	487241	-	CLJU_RS02230	HAMP domain-containing histidine kinase
CLJU_c04570	741	<=	487315	488055	-	CLJU_RS02235	ABC transporter permease subunit
CLJU_c04580	924	<=	488048	488971	-	CLJU_RS02240	MULTISPECIES: ATP-binding cassette domain-containing protein
CLJU_c04590	696	<=	489058	489753	-	CLJU_RS02245	response regulator transcription factor
CLJU_c04600	957	=>	490047	491003	-	CLJU_RS02250	MULTISPECIES: methionine ABC transporter ATP-binding protein
CLJU_c04610	657	=>	491006	491662	-	CLJU_RS02255	MULTISPECIES: ABC transporter permease
CLJU_c04620	1275	=>	491744	493018	larA	CLJU_RS02260	nickel-dependent lactate racemase
CLJU_c04630	387	=>	493194	493580	-	CLJU_RS02265	MULTISPECIES: GntR family transcriptional regulator
CLJU_c04640	1137	=>	493603	494739	-	CLJU_RS02270	MULTISPECIES: DUF1648 domain-containing protein
CLJU_c04650	1185	=>	495286	496470	-	CLJU_RS02275	MULTISPECIES: pyridoxal phosphate-dependent aminotransferase
CLJU_c04660	762	<=	497188	497949	-	CLJU_RS02280	LysM peptidoglycan-binding domain-containing protein
CLJU_c04670	1164	=>	498548	499711	-	CLJU_RS02285	DUF116 domain-containing protein
CLJU_c04680	1458	<=	499731	501188	-	CLJU_RS02290	multidrug efflux MFS transporter
CLJU_c04690	450	<=	501351	501800	-	CLJU_RS02295	MULTISPECIES: MarR family transcriptional regulator
CLJU_c04700	363	=>	502121	502483	-	CLJU_RS02300	MULTISPECIES: DUF2089 domain-containing protein
CLJU_c04710	390	=>	502509	502898	-	CLJU_RS02305	hypothetical protein
CLJU_c04720	252	=>	502911	503162	-	CLJU_RS02310	hypothetical protein
CLJU_c04730	1272	=>	503213	504484	-	CLJU_RS02315	MFS transporter
CLJU_c04740	549	=>	504598	505146	-	CLJU_RS02320	protein kinase
CLJU_c04750	1404	=>	505608	507011	-	CLJU_RS02325	MULTISPECIES: amino acid permease
CLJU_c04760	1410	=>	507068	508477	-	CLJU_RS02330	amino acid permease
CLJU_c04770	1713	=>	508705	510417	-	CLJU_RS02335	methyl-accepting chemotaxis protein
CLJU_c04780	939	=>	510728	511666	-	CLJU_RS02340	HAMP domain-containing histidine kinase
CLJU_c04790	873	=>	511755	512627	-	CLJU_RS02345	tRNA 2-thiocytidine(32) synthetase TtcA
CLJU_c04800	270	=>	512701	512970	-	CLJU_RS02350	hypothetical protein
CLJU_c04810	381	<=	513040	513420	-	CLJU_RS02355	hypothetical protein
CLJU_c04820	441	<=	513447	513887	-	CLJU_RS02360	cell wall hydrolase
CLJU_c04830	1056	=>	514072	515127	-	CLJU_RS02365	cell wall-binding repeat-containing protein
CLJU_c04840	3588	=>	515842	519429	-	CLJU_RS02370	cell wall-binding repeat-containing protein
CLJU_c04850	426	=>	520099	520524	-	CLJU_RS02375	hypothetical protein
CLJU_c04860	612	<=	520558	521169	safA	CLJU_RS02380	SafA/ExsA family spore coat assembly protein
CLJU_c04870	693	=>	521293	521985	-	CLJU_RS02385	metallophosphoesterase family protein
CLJU_c04880	3063	<=	522045	525107	-	CLJU_RS02390	peptidase
CLJU_c04890	960	<=	525313	526272	-	CLJU_RS02395	MULTISPECIES: helix-turn-helix transcriptional regulator
nifH1	819	=>	526644	527462	nifH	CLJU_RS02400	MULTISPECIES: nitrogenase iron protein
CLJU_c04910	327	=>	527610	527936	-	CLJU_RS02405	MULTISPECIES: P-II family nitrogen regulator
CLJU_c04920	393	=>	527950	528342	-	CLJU_RS02410	P-II family nitrogen regulator
nifD1	1611	=>	528366	529976	nifD	CLJU_RS02415	nitrogenase molybdenum-iron protein alpha chain
nifK1	1362	=>	529976	531337	nifK	CLJU_RS02420	nitrogenase molybdenum-iron protein subunit beta
nifE	1404	=>	531885	533288	nifE	CLJU_RS02425	MULTISPECIES: nitrogenase iron-molybdenum cofactor biosynthesis protein NifE
nifK	2688	=>	533305	535992	nifB	CLJU_RS02430	MULTISPECIES: nitrogenase cofactor biosynthesis protein NifB
nivfV	1038	=>	536180	537217	-	CLJU_RS02435	hypothetical protein
nifV	801	=>	537267	538067	-	CLJU_RS02440	MULTISPECIES: homocitrate synthase
CLJU_c04990	3333	=>	538244	541576	-	CLJU_RS02445	MULTISPECIES: cell wall-binding repeat-containing protein
CLJU_c05000	1560	<=	541629	543188	-	CLJU_RS02450	MULTISPECIES: cell wall-binding repeat-containing protein
CLJU_c05010	696	<=	543360	544055	-	CLJU_RS02455	MULTISPECIES: response regulator transcription factor
CLJU_c05020	1131	<=	544030	545160	-	CLJU_RS02460	MULTISPECIES: HAMP domain-containing histidine kinase
CLJU_c05030	750	<=	545170	545919	-	CLJU_RS02465	MULTISPECIES: ABC transporter permease
CLJU_c05040	726	<=	545909	546634	-	CLJU_RS02470	MULTISPECIES: ABC transporter ATP-binding protein
CLJU_c05050	1254	<=	546731	547984	-	CLJU_RS02475	MULTISPECIES: hypothetical protein
CLJU_c05060	1137	=>	548446	549582	-	CLJU_RS02480	MULTISPECIES: TolC family protein
CLJU_c05070	1143	=>	549616	550758	-	CLJU_RS02485	MULTISPECIES: TolC family protein
CLJU_c05080	408	=>	550915	551322	-	CLJU_RS02490	MULTISPECIES: hypothetical protein
CLJU_c05090	1758	<=	551639	553396	-	CLJU_RS02495	MULTISPECIES: hypothetical protein
CLJU_c05100	873	=>	553633	554505	-	CLJU_RS02500	MULTISPECIES: SLAP domain-containing protein
CLJU_c05110	1815	=>	554693	556507	-	CLJU_RS02505	MULTISPECIES: cell wall-binding repeat-containing protein
CLJU_c05120	1329	=>	556691	558019	-	CLJU_RS02510	MULTISPECIES: cell wall-binding repeat-containing protein
CLJU_c05130	1047	=>	558163	559209	-	CLJU_RS02515	MULTISPECIES: hypothetical protein
CLJU_c05140	684	=>	559240	559923	-	CLJU_RS02520	capsular polysaccharide biosynthesis protein
capC	768	=>	559991	560758	-	CLJU_RS02525	phosphoesterase
CLJU_c05160	720	=>	560797	561516	-	CLJU_RS02530	CpsD/CapB family tyrosine-protein kinase
CLJU_c05170	228	=>	561638	561865	-	CLJU_RS02535	MULTISPECIES: DUF1659 domain-containing protein
CLJU_c05180	219	=>	561904	562122	-	CLJU_RS02540	DUF2922 domain-containing protein
CLJU_c05190	624	=>	562674	563297	-	CLJU_RS02545	sigma-70 family RNA polymerase sigma factor
CLJU_c05200	567	=>	563316	563882	-	CLJU_RS02550	sigma-70 family RNA polymerase sigma factor
CLJU_c05210	669	=>	564691	565359	-	CLJU_RS02555	sugar transferase
CLJU_c05220	1119	=>	565478	566596	-	CLJU_RS02560	glycosyltransferase family 4 protein
CLJU_c05230	1110	=>	566597	567706	-	CLJU_RS02565	glycosyltransferase family 4 protein
CLJU_c05240	1329	=>	568420	569748	-	CLJU_RS02570	O-antigen ligase family protein
CLJU_c05250	891	=>	569859	570749	-	CLJU_RS02575	glycosyltransferase family 2 protein
CLJU_c05260	522	=>	570781	571302	-	CLJU_RS02580	glycosyltransferase
CLJU_c05270	1236	=>	571544	572779	-	CLJU_RS02590	glycosyltransferase
CLJU_c05280	1425	=>	572776	574200	-	CLJU_RS02595	flippase
CLJU_c05290	1107	=>	574197	575303	-	CLJU_RS02600	glycosyltransferase
CLJU_c05300	915	=>	575313	576227	-	CLJU_RS02605	glycosyltransferase family 2 protein
CLJU_c05310	1380	=>	576495	577874	-	CLJU_RS02610	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase
rfbB1	1056	=>	577934	578989	rfbB	CLJU_RS02615	"dTDP-glucose 4,6-dehydratase"
rfbA1	879	=>	579128	580006	rfbA	CLJU_RS02620	glucose-1-phosphate thymidylyltransferase RfbA
rfbD1	888	=>	580027	580914	rfbD	CLJU_RS02625	dTDP-4-dehydrorhamnose reductase
CLJU_c05350	558	=>	581091	581648	rfbC	CLJU_RS02630	"dTDP-4-dehydrorhamnose 3,5-epimerase"
CLJU_c05360	204	<=	581835	582038	-	CLJU_RS02635	hypothetical protein
CLJU_c05370	693	=>	582229	582921	-	CLJU_RS02640	hypothetical protein
CLJU_c05380	1542	<=	582965	584506	-	CLJU_RS02645	IS66 family transposase
CLJU_c05390	357	<=	584594	584950	tnpB	CLJU_RS02650	IS66 family insertion sequence element accessory protein TnpB
CLJU_c05400	381	<=	584940	585320	-	CLJU_RS02655	IS66 family insertion sequence hypothetical protein
CLJU_c05410	624	=>	585806	586429	-	CLJU_RS02660	sugar transferase
CLJU_c05420	1155	=>	586475	587629	-	CLJU_RS02665	MULTISPECIES: DUF1972 domain-containing protein
CLJU_c05430	1116	=>	587700	588815	-	CLJU_RS02670	glycosyltransferase family 4 protein
CLJU_c05440	1077	=>	588871	589947	-	CLJU_RS02675	MULTISPECIES: hypothetical protein
CLJU_c05450	729	=>	589947	590675	-	CLJU_RS02680	MULTISPECIES: hypothetical protein
CLJU_c05460	1797	=>	590689	592485	-	CLJU_RS02685	asparagine synthase
CLJU_c05470	1455	=>	592501	593955	-	CLJU_RS02690	hypothetical protein
CLJU_c05480	1059	=>	593956	595014	pseB	CLJU_RS02695	"MULTISPECIES: UDP-N-acetylglucosamine 4,6-dehydratase (inverting)"
